"","signature","repository","script","text-height","text-width","text-src","illustrations","date_min","date_max","leaf-height","leaf-width","leaf-src","number-lines","material","physical-type","country","region","columns"
"738","Paris, Bibliothèque Nationale de France, fr. 341","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1300,1400,"425","295","current",50,"parchment","codex",NA,NA,2
"739","Modena, Archivio di Stato, fragments","Modena, Archivio di Stato",NA,NA,NA,NA,0,1290,1310,"350","240","current",NA,NA,NA,NA,NA,NA
"740","Carlisle, Cathedral Library
Cumbria Record Office, -","Carlisle, Cathedral Library
Cumbria Record Office","textualis",190,145,"original",0,1265,1300,"240","170","original",40,"parchment","fragment",NA,NA,2
"741","London, Royal Society of Literature,","London, Royal Society of Literature",NA,NA,NA,NA,0,1850,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","London, British Library, Add. 27879 (Percy Folio MS)","London, British Library",NA,385,65,"original",0,1640,1660,"390","145","current",75,"paper","codex",NA,NA,NA
"743","Aberystwyth, National Library of Wales, Peniarth 6","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Reykjavik, Landsbókasafn Íslands, Lbs 203 fol.","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"745","Chantilly, Musée Condé, 472 (626)","Chantilly, Musée Condé","textualis",237,165,"original",0,1250,1275,"304","205","current",51,"parchment","codex","Southern Netherlands","Hainault",3
"746","Metz, Hardenberg collection,","Metz, Hardenberg collection",NA,NA,NA,NA,0,1290,1310,"288","55","current",NA,"parchment","fragment",NA,NA,NA
"747","Paris, Bibiothèque de la Sorbonne, 1558","Paris, Bibiothèque de la Sorbonne",NA,NA,NA,NA,1,1300,1400,"391","275","current",50,"parchment","fragment",NA,NA,2
"748","Reykjavik, Landsbókasafn Íslands, Lbs 1174, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1800,1900,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"749","Prague, Strahovská Knihovna, XXIV.C.16 (ex Fragm. germ. 16)","Prague, Strahovská Knihovna",NA,140,100,"original",0,1300,1400,"160","110","current",31,"parchment","fragment",NA,NA,2
"750","Aberystwyth, National Library of Wales, Peniarth 2 (Book of Taliesin)","Aberystwyth, National Library of Wales","textualis",NA,NA,NA,0,1300,1350,NA,NA,NA,26,"parchment","codex","Wales","Glamorgan",1
"751","London, British Library, Harley 49","London, British Library","cursive",NA,NA,NA,0,1400,1500,"276","192","current",43,"parchment","codex",NA,NA,1
"752","Paris, Bibliothèque Nationale de France, MS fr. 760","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1250,1300,NA,NA,NA,NA,NA,NA,"Italy","Pisa-Genoa",NA
"753","Paris, Bibliothèque Nationale de France, fr. 3481","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Heidelberg, Private Collection, -","Heidelberg, Private Collection","textualis",190,120,"original",0,1250,1300,"103","75","current",56,"parchment","fragment","Germany","Bayern",2
"755","Paris, Bibliothèque de l' Arsenal, 3516","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1250,1300,NA,NA,NA,NA,"parchment","codex","France","North-France",NA
"756","Munich, Staatsbibliothek, cgm. 5249 / 9a","Munich, Staatsbibliothek",NA,190,135,"original",0,1350,1400,"205","145","current",34,"parchment","fragment",NA,NA,2
"757","Berlin, Staatsbibliothek, germ. fol. 1064","Berlin, Staatsbibliothek","textualis",280,185,"original",0,1300,1350,"320","230","current",56,"parchment","fragment",NA,NA,2
"758","Brussels, Koninklijke Bibliotheek, 9243","Brussels, Koninklijke Bibliotheek",NA,NA,NA,NA,0,1468,1468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","London, British Library, Add. 17443","London, British Library","hybrida - textualis",220,153,"original",2,1275,1300,"294","198","current",40,"parchment","codex",NA,NA,2
"760","Berlin, Staatsbibliothek, germ. oct. 483","Berlin, Staatsbibliothek",NA,165,95,"original",0,1475,1500,"200","140","current",31,"paper","codex","Germany","Bayern",1
"761","Rostock, Universitätsbibliothek,","Rostock, Universitätsbibliothek",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"762","Madrid, Biblioteca Nacional, 22644","Madrid, Biblioteca Nacional",NA,215,155,"original",26,1400,1410,"0","0","current",24,"paper","fragment","Spain","Castilla",2
"763","Camps (Majorca), Arxiu Parroquial,","Camps (Majorca), Arxiu Parroquial",NA,NA,NA,NA,0,1375,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"764","Todi, Archivio Storico, -","Todi, Archivio Storico",NA,198,145,"original",0,1340,1375,"317","221","original",31,"parchment","fragment",NA,NA,NA
"765","Geneva, Bibliothèque Universitaire, fr. 189","Geneva, Bibliothèque Universitaire","cursive",NA,NA,NA,99,1460,1480,"452","338","current",NA,"parchment","codex",NA,NA,2
"766","Nürnberg, Germanisches Nationalmuseum, 42520","Nürnberg, Germanisches Nationalmuseum","textualis",195,135,"original",0,1275,1300,"240","170","current",40,"parchment","fragment",NA,NA,2
"767","Heidelberg, Universitätsbibliothek, Cpg 316","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"768","Paris, Bibliothèque Nationale de France, fr. 25520","Paris, Bibliothèque Nationale de France","textualis",182,115,"original",1,1200,1250,"211","144","current",32,"parchment","codex",NA,NA,2
"769","Reykjavik, Landsbókasafn Íslands, ÍB 51 fol.","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1688,1688,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"770","Paris, Bibliothèque de l' Arsenal, 3350","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"771","Florence, Biblioteca Laurenziana, Ashburnham 48","Florence, Biblioteca Laurenziana",NA,NA,NA,NA,62,1319,1319,NA,NA,NA,NA,NA,NA,"France","Avignon",NA
"772","Vatican, Biblioteca Apostolica Vaticana, Vat. lat. 6789","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1422,1422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Vienna, Österreichische Nationalbibliothek, ser. nova 4001","Vienna, Österreichische Nationalbibliothek",NA,175,135,"original",0,1340,1360,"234","160","current",32,"parchment","fragment",NA,NA,2
"774","Vienna, Österreichische Nationalbibliothek, 2537","Vienna, Österreichische Nationalbibliothek","textualis",NA,NA,NA,144,1366,1416,"500","360","current",66,"parchment","codex","France","Paris",2
"775","Paris, Bibliothèque Nationale de France, fr. 773","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,3,1250,1275,"320","220","current",39,"parchment","codex","Italy","bologna",2
"776","Kopenhagen, Arnamagnaenska Institut, AM 79. 8o, II gamma","Kopenhagen, Arnamagnaenska Institut","textualis",NA,NA,NA,0,1300,1400,"215","300","original",34,"parchment","fragment","France","St. Omer, Flanders",2
"777","Paris, Bibliothèque Nationale de France, fr. 122","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,120,1345,1345,"429","315","current",50,"parchment","codex","Southern Netherlands","Tournai",2
"778","Munich, Staatsbibliothek, cgm. 8470","Munich, Staatsbibliothek","textualis",NA,NA,NA,85,1420,1440,"305","230","current",33,"parchment","codex","Germany","Tirol",2
"779","Brescia, Biblioteca Queriniana,","Brescia, Biblioteca Queriniana",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"780","Vatican, Biblioteca Apostolica Vaticana, 1822","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"781","Florence, Biblioteca Laurenziana, Plut. 44, 27","Florence, Biblioteca Laurenziana",NA,NA,NA,NA,1,1350,1400,"280","370","current",NA,"paper","codex","Italy","Florence",2
"782","Oxford, Bodleian Library, Rawlinson Misc.  D. 913","Oxford, Bodleian Library",NA,NA,NA,NA,0,1450,1475,"378","245","current",NA,"paper","fragment","England","London",NA
"783","Kopenhagen, Dansk Folkemindesamling, 24","Kopenhagen, Dansk Folkemindesamling",NA,NA,NA,NA,0,1690,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Paris, Bibliothèque Nationale de France, fr. 760","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,180,1290,1310,"355","260","current",NA,"parchment","codex",NA,NA,2
"785","Wolfenbüttel, Herzog August Bibliothek, Cod. 404.9 (7) Novi","Wolfenbüttel, Herzog August Bibliothek","textualis",225,165,"original",0,1290,1310,"280","230","original",32,NA,"fragment",NA,NA,2
"786","Rennes, Bibliothèque Municipale, 255","Rennes, Bibliothèque Municipale","textualis",NA,NA,NA,59,1210,1230,"440","310","current",45,"parchment","codex","France","Paris",3
"787","Oxford, Bodleian Library, Douce 199","Oxford, Bodleian Library",NA,244,136,"original",32,1310,1330,"355","255","current",36,"parchment","codex","France","Paris",1
"788","Geneva, Bodmer, 105 (4 vols.)","Geneva, Bodmer","cursive",265,190,"original",127,1400,1500,"383","275","current",47,"paper","codex",NA,NA,2
"789","The Hague, Koninklijke Bibliotheek, 168 A 1","The Hague, Koninklijke Bibliotheek","textualis",NA,NA,NA,0,1494,1494,NA,NA,NA,NA,"parchment","codex","France","Paris",2
"790","Florence, Biblioteca Nazionale, Magl. VII, 1066","Florence, Biblioteca Nazionale",NA,NA,NA,NA,0,1400,1450,NA,NA,NA,NA,NA,NA,"Italy",NA,NA
"791","Paris, Bibliothèque Nationale de France, fr. 756-757 [fr. 756]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1400,1425,"345","240","current",NA,"parchment","codex","Italy","Angevin court at Naples",2
"792","Göttingen, Staats- und Universitatsbibliothek, philol. 184 I b","Göttingen, Staats- und Universitatsbibliothek",NA,185,120,"original",0,1300,1350,"225","150","original",42,"parchment","fragment",NA,NA,2
"793","Heidelberg, Universitätsbibliothek, Cpg 360","Heidelberg, Universitätsbibliothek","textualis",190,130,"original",0,1275,1300,"234","150","current",37,"parchment","codex","France","Rheinfranken",2
"794","Kassel, Landesbibliothek, 2o Ms. poet. 30","Kassel, Landesbibliothek","textualis",290,0,"original",0,1340,1360,"380","320","current",34,"parchment","codex","Germany","Hessen",2
"795","Paris, Bibliothèque Nationale de France, fr. 338","Paris, Bibliothèque Nationale de France",NA,280,195,"original",73,1380,1390,"390","280","current",49,"parchment","codex","France","Paris",2
"796","Vienna, Österreichische Nationalbibliothek, 13711*, Suppl. 2510","Vienna, Österreichische Nationalbibliothek","cursive",NA,NA,NA,0,1433,1433,"275","195","current",44,"paper","fragment","Germany","Sachsen",2
"797","Udine, Biblioteca Arcivescovile, 86","Udine, Biblioteca Arcivescovile",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment","Italy","Friuli",NA
"798","Edinburgh, National Library of Scotland, Advocates 19. 1. 5","Edinburgh, National Library of Scotland","textualis",192,125,"original",0,1275,1300,"277","190","current",40,"parchment","codex","France","East-France",2
"799","Oxford, Bodleian Library, Douce 383","Oxford, Bodleian Library","cursive",280,210,"original",17,1490,1510,"450","329","current",38,"parchment","fragment","Southern Netherlands","Bruges",2
"800","St Paul im Lavanttal, Stiftsbibliothek, 9/8","St Paul im Lavanttal, Stiftsbibliothek",NA,120,90,"original",0,1290,1310,"170","130","current",30,NA,"fragment",NA,NA,2
"801","Munich, Staatsbibliothek, cgm. 5250 / 25 (ex 5250 / 5)","Munich, Staatsbibliothek",NA,156,190,"original",0,1240,1260,"178","200","original",22,"parchment","fragment",NA,NA,2
"802","Berlin, Staatsbibliothek, germ. qu. 1689 [lost in WW II]","Berlin, Staatsbibliothek",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"803","Brussels, Stadsarchief, 1411 C","Brussels, Stadsarchief",NA,NA,NA,NA,0,1300,1350,"304","208","current",40,"parchment","fragment",NA,NA,2
"804","Munich, Staatsbibliothek, Cgm. 429 [lost]","Munich, Staatsbibliothek",NA,NA,NA,NA,0,1440,1460,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"805","Würzburg, Universitätsbibliothek, M. p. misc. f. 35","Würzburg, Universitätsbibliothek",NA,243,75,"original",0,1300,1325,"290","210","current",29,"paper","fragment",NA,NA,2
"806","Paris, Bibliothèque Nationale de France, fr. 12576","Paris, Bibliothèque Nationale de France","textualis",225,180,"original",27,1250,1275,"310","230","current",43,"parchment","codex","Southern Netherlands","Arras",3
"807","Hamburg, Staats- und Universitatsbibliothek, cod. germ. 6","Hamburg, Staats- und Universitatsbibliothek","cursive",220,180,"original",0,1451,1451,"290","210","current",32,"paper","codex",NA,NA,2
"808","Nimes, Archives départementales du Gard, F (001) 083, pièce 3","Nimes, Archives départementales du Gard","textualis",NA,NA,NA,0,1200,1300,"293","200","current",41,"parchment","fragment","France","South-France",2
"809","Florence, Biblioteca Riccardiana, 2756","Florence, Biblioteca Riccardiana","cursive",NA,NA,NA,0,1275,1300,NA,NA,NA,NA,NA,"fragment",NA,NA,2
"810","Stockholm, Kungliga Biblioteket, K 47","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1475,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"811","London, British Library, Add. 15035","London, British Library",NA,NA,NA,NA,0,1806,1806,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"812","Reykjavik, Landsbókasafn Íslands, Lbs 2233, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"813","Paris, Bibliothèque de l' Arsenal, 8017 - 8020","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"814","Cologne, Stadthistorisches Archiv, W. fol. 46*","Cologne, Stadthistorisches Archiv","cursive",205,145,"original",0,1476,1476,"275","200","current",34,"paper","codex","Germany","Heidelberg",2
"815","Heidelberg, Universitätsbibliothek, Cpg 346","Heidelberg, Universitätsbibliothek","cursive",NA,NA,NA,91,1460,1480,"305","210","current",NA,"paper","codex","Germany","Schwaben",1
"816","Paris, Bibliothèque Nationale de France, fr. 1463","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,99,1300,1337,"305","205","current",40,"parchment","codex","Italy","Genoa",2
"817","Wezemaal, Pastorie Wezemaal, Archiv of the Sint-Martinuskerk, n.s.","Wezemaal, Pastorie Wezemaal, Archiv of the Sint-Martinuskerk","textualis",220,140,"original",0,1350,1350,"290","92","current",41,"parchment","fragment","Southern Netherlands","Flanders/Brabant",2
"818","Stockholm, Kungliga Biblioteket, SKB Pap. fol. 56","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"819","Florence, Biblioteca Nazionale, Magliabechiano VII, 1066","Florence, Biblioteca Nazionale",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Neuenstein, Hohenlohe-Zentralarchiv, Hd. V 2","Neuenstein, Hohenlohe-Zentralarchiv",NA,NA,NA,NA,0,1467,1467,NA,NA,NA,NA,"paper","fragment",NA,NA,NA
"821","Milan, Biblioteca Ambrosiana, S.P. 6/14, carta 869","Milan, Biblioteca Ambrosiana",NA,NA,NA,NA,0,1300,1400,"268","195","current",37,NA,"fragment",NA,NA,2
"822","Clermont-Ferrand, Bibliothèque Municipale, 248","Clermont-Ferrand, Bibliothèque Municipale","textualis",152,70,"original",0,1200,1225,"215","125","current",28,"parchment","codex","France","North-France",1
"823","London, British Library, Add. 23930","London, British Library",NA,NA,NA,NA,2,1300,1400,"340","245","current",48,"parchment","codex",NA,NA,2
"824","Douai, Bibliothèque Municipale, 880","Douai, Bibliothèque Municipale",NA,NA,NA,NA,0,1275,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Prague, Nationalni Knihovna, 166 / cod. xxiv.c.3 (ex- frm. germ. 3)","Prague, Nationalni Knihovna",NA,195,140,"original",0,1300,1325,"210","153","original",34,"parchment","fragment",NA,NA,2
"826","Vienna, Österreichische Nationalbibliothek, 3325","Vienna, Österreichische Nationalbibliothek",NA,NA,NA,NA,0,1487,1487,NA,NA,NA,NA,"paper","codex",NA,NA,2
"827","Paris, Bibliothèque Nationale de France, fr. 358-363 [363]","Paris, Bibliothèque Nationale de France","hybrida",225,0,"original",1,1460,1480,"380","275","current",31,"parchment","codex","Southern Netherlands","Bruges",2
"828","Jerusalem, Jewish National and University Library, MS. Var. 117","Jerusalem, Jewish National and University Library","textualis",249,162,"original",0,1275,1300,"289","196","current",46,"parchment","fragment",NA,NA,2
"829","Oxford, Bodleian Library, Digby 86","Oxford, Bodleian Library",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Düsseldorf, Landes- und Stadtbibliothek, F 23","Düsseldorf, Landes- und Stadtbibliothek","textualis",225,125,"original",0,1290,1310,"270","160","current",48,"parchment","fragment",NA,NA,2
"831","Turin, Biblioteca Nazionale, R. 1622 (L.I. 7-9) [vol. 3]","Turin, Biblioteca Nazionale",NA,NA,NA,NA,0,1400,1500,"440","310","current",53,"parchment","codex",NA,NA,2
"832","Berlin, Staatsbibliothek, germ. fol. 923, 40","Berlin, Staatsbibliothek",NA,195,140,"original",0,1250,1275,"230","160","current",36,NA,"fragment",NA,NA,2
"833","Sigmaringen, Fürstliche Hohenzollernsche Hofbibliothek, 452 [lost]","Sigmaringen, Fürstliche Hohenzollernsche Hofbibliothek",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,33,"parchment","fragment",NA,NA,2
"834","Rouen, Bibliothèque Municipale, 1055 (06)","Rouen, Bibliothèque Municipale",NA,NA,NA,NA,0,1300,1400,"355","248","current",47,"parchment","codex",NA,NA,2
"835","Munich, Staatsbibliothek, Cgm 577","Munich, Staatsbibliothek",NA,NA,NA,NA,0,1450,1500,"290","213","current",NA,"paper","codex",NA,NA,NA
"836","Paris, Bibliothèque Nationale de France, impr. 614-618 [impr. 615]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1494,1494,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"837","Paris, Bibliothèque Nationale de France, n.a.fr. 6579","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,44,1290,1310,"290","210","current",NA,"parchment","codex",NA,NA,2
"838","Graz, Archiv des Joanneums, Germ. 6 / 2 [lost]","Graz, Archiv des Joanneums","textualis",NA,NA,NA,0,1340,1360,NA,NA,NA,43,"parchment","fragment",NA,NA,2
"839","Imola, Biblioteca Comunale, 135.A.A.2 5 no. 9","Imola, Biblioteca Comunale",NA,NA,NA,NA,0,1340,1360,"450","300","current",NA,"parchment","fragment","Italy","North-East Italy",2
"840","Reykjavik, Árni Magnússon-institutet, AM 179 fol. (alfa)","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"841","Aberystwyth, National Library of Wales, 5018-D","Aberystwyth, National Library of Wales",NA,NA,NA,NA,1,NA,NA,"297","200","current",39,"parchment","codex","Italy","Naples",2
"842","London, British Library, Harley 4389","London, British Library","textualis",NA,NA,NA,43,1290,1310,"290","210","current",36,"parchment","codex","Italy","Naples",2
"843","Cambridge, University Library, Kk.5.30","Cambridge, University Library",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"844","Maastricht, Gemeentearchief, Coll. 236 (ex 167 III 10)","Maastricht, Gemeentearchief","textualis",205,120,"original",0,1340,1360,"234","190","current",40,"parchment","fragment","Southern Netherlands","Brabant",2
"845","Paris, Bibliothèque Nationale de France, nouv. acq. fr. 4380","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Kopenhagen, Kongelige Bibliotek, Kall. 246","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1750,1800,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"847","Paris, Bibliothèque Nationale de France, fr. 112 (3 vols.)","Paris, Bibliothèque Nationale de France","cursive",NA,NA,NA,0,1470,1470,"440","315","current",52,"parchment","codex","France","Central France",2
